translated_sentences,natural_sentences,labels
,투키 중에서도 이게 ㄹㅇ 고트입니다 접지형이니 뭐니 그냥 이걸로 사세요,0
,크기도 작고 발열만 쬐끔 있는거 빼면 궁금하기 분해영상 봐도 가성비 넘사입니다,0
,천원마트에서 케이블 2개에 이거 하나 국밥이에요,0
,이상한 듣보잡브랜드라던가 유그린 베이스어스 살바엔 이거 2개 3개 사는게 정신건강에 좋습니다,0
,하나는 초고속 두개 이상연결 부터는 고속충전입니다.,0
,초고속충전 완전 잘됨!!,0
,알리산 충전기중 그나마 신뢰도가 높은 투키 자주 구매해서 주변에 나눠줍니다,0
,2월25일주문하고3월1일받았으니 5일걸렸습니다 배송 진짜빠름,0
,투키충전기 지금까지 한열대 넘게샀는데 전부 고장안나고 잘됨,0
,배송빠르고 품질도 좋아요. 추천합니다.,0
,잘작동합니다,0
,쓸만합니다,0
,출력테스트는 못했지만 브랜드 신뢰해서 구매 마감도 좋고,0
,쓰던충전기가 고장나서 천원마트에 보이길래 구매했네요 충전잘되고 좋아요,0
,잘 받았습니다,0
,가성비 짱짱,0
,퓸질 좋고 성능 좋음. Toocki 제품들은 아직까지 품질로 인한 문제가 없어 믿고 구입하고 있음.,0
,잘받았습니다 믿고쓰는 투부키라고 해서 주문했습니다,0
,과연 얼마나 갈찌 급속충전은 잘되는지 시험하고 싶은데 핸드폰 매인보드가 망가져서 급속충전을 못읽어요ㅠㅠ 잘받았습니다,0
,국내 모 유투버가 추천한 화재위험 없고 충전 잘되는 놈이라케서 2개 구매 완벽하다,0
,좋아요. 고속 충전도 잘되고. 추천합니다.좋아요.,0
,가성비도 마감도 괜찮네요,0
,좋어여ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,0
,저렴하게 잘 구매 했습니다 저렴하게 잘 구매 했습니다,0
,싸게 잘 샀어요,0
,일단 포함된 충전기는 초고속인듯,0
,잘됩니다 가성비 좋습니다,0
,제품이 빨리왔네요.,0
,한국 콘센트 플러그 가 아주 딱 맞습니다.,0
,s20+ 쓰는데 초고속충전이 되세요 wow~~!!!!!,0
,"택배 받자마자 언박싱해서 충전을 시작했더니, 초고속 충전이란 문자 뜨며 충전됩니다.",0
,제품이 빨리왔네요. 한국 콘센트 플러그 가 아주 딱 맞습니다. ,0
,잘받았습니다 감사합니다 ,0
,잘받았습니다 감사합니다,0
,충전 잘 되네요 색상도 이쁘네요,0
,한국 콘센트 맞음 좋음,0
,가격대비 훌륭해요 배송도빠르고 좋아요 조아요,0
,갤럭시 시리즈 초고속 충전이 되고 LG시리즈는 고속 충전으로만 뜨는것을 확인하였습니다.,0
,만족합니다 만족합니다 만족합니다 만족합니다 만족합니다,0
,좋습니다 고속충전 FAST SAVE,0
,초급속 굳,0
,적당히 잘 쓰고있음,0
,잘받았습니다.. 고맙습니다..,0
,초급속은 안대지만 고속가능 릴3.0고속가능,0
,가격대비 만족합니다.,0
,사용후후기남기겠습니다.,0
,최고입니다,0
,잘받았습니다 감사합니다 ,0
,잘받았습니다.. 고맙습니다..,0
,적당히 잘쓰고있음,0
,충전잘돠고 종아요.!!,0
,고속충전 잘 되요~,0
,아주 만족스럽고 좋아요 굿,0
,좋아요. 테스트는 아직입니다.,0
,초고속충전잘됨,0
,배송도 빠르고 가성비가 너무 좋아요~,0
,파스텔색상이 좋네요,0
,아주 만족스럽고 좋아요 굿,0
,초고속충전 잘됨 강추~,0
,충전도 빠르고 색깔도 맘에 들어요,0
,벌써 3번째 구매 좋아요 초고속충전됨,0
,"이 충전기는 정말 만족스럽습니다. 디자인이 세련되고, 크기도 적당해 휴대하기 편리합니다.",0
,충전 잘되고 좋습니다,0
,굳 발열 약간 있음,0
,고속충전 뜸 내구성 약할것으로 판단…,0
,배송이 좀 늦었습니다만 안전하게 도착했습니다. 충전은 빠릅니다. 전원 콘센트에 잘 맞습니다.,0
,아주 좋아요.ㅋ,0
,잘됨 이가격에 애주 훌륭 초고속도 잘되거 좋음좋음좋음좋음 좋음좋음 좋음좋음좋음좋음 좋음좋음 좋음좋음좋음좋음 좋음좋음,0
,한국형 코드라서 잘 맞습니다. 헐겁지 않습니다. 케이블보 싸구려 같아 보이지 않은데... 아답터에 아무런 표시도 없어서 출력 등 정보 확인 불가하지만 충전은 잘 잘되네요.,0
,초고속 충전 잘됩니다. 개당 2천원씩 주고삼 (선없는것/화이트),0
